  -1.2019639e+00   4.9374494e-02   1.3446687e+00
   9.5762696e-01   1.1536136e-01  -1.3533073e+00
  -1.8897434e-01   5.2372794e-01  -1.3651418e+00
  -1.6199141e+00  -4.0958647e-02   1.9033262e-01
   1.5412039e+00  -7.5625664e-01  -1.0000951e+00
  -1.1155417e+00  -1.6664609e+00  -9.9065462e-01
  -7.0326225e-01  -1.3556516e-01  -2.1229811e-01
   1.0541455e+00   1.3754934e+00  -1.3764948e+00
  -2.4340424e-02   9.0245779e-02   6.7682947e-01
   5.7101383e-01  -7.8285540e-01  -1.0092848e+00
  -7.5751888e-01   1.3451685e+00   3.5401673e-01
   2.1668618e-02   1.4060785e+00  -5.6307622e-01
   1.0072253e+00  -1.8563138e-01   9.4703502e-01
  -1.7290178e-01  -1.4916186e+00   1.6233682e+00
   8.6533713e-01  -1.2297605e+00   9.3751467e-01
   1.7441529e+00  -9.0349879e-01   1.4845521e+00
   2.2370473e-01  -4.6262450e-01   1.6397821e+00
  -1.3001678e+00   7.7344676e-01  -1.1569506e+00
   1.6386284e+00   1.2704920e+00  -4.0380930e-01
   4.6660990e-01   8.5132912e-01   1.2319990e+00
  -5.3585311e-01  -1.3494132e+00  -1.5294400e-01
  -8.7338446e-01  -6.0012535e-01  -1.2980486e+00
   9.2194814e-01   6.7006095e-01   1.7410359e-01
  -1.6296740e+00  -1.2126794e+00   4.9315634e-02
   8.2819340e-01  -1.7089200e+00  -2.6632572e-02
  -6.7302687e-01   9.7083950e-01   1.2724440e+00
  -5.7873599e-01  -7.1089178e-01   1.0573887e+00
   1.0796133e+00  -5.7929254e-01   2.7740239e-02
   1.4104184e+00   7.6103539e-01   1.3783008e+00
   1.6335072e-01   3.0273969e-01  -5.2378670e-01
